Date,IONQ_Open,IONQ_High,IONQ_Low,IONQ_Close,IONQ_Volume,QBTS_Open,QBTS_High,QBTS_Low,QBTS_Close,QBTS_Volume,RGTI_Open,RGTI_High,RGTI_Low,RGTI_Close,RGTI_Volume,QUBT_Open,QUBT_High,QUBT_Low,QUBT_Close,QUBT_Volume,XNDU_Open,XNDU_High,XNDU_Low,XNDU_Close,XNDU_Volume,INFQ_Open,INFQ_High,INFQ_Low,INFQ_Close,INFQ_Volume,HQ_Open,HQ_High,HQ_Low,HQ_Close,HQ_Volume
2026-06-15,61.4,63.56,60.59,61.18,25313600,24.91,27.15,24.91,26.26,44959900,22.47,23.57,22.14,22.7,44900900,10.74,11.52,10.6,11.1,24704800,12.75,14.19,12.64,13.94,7057500,14.52,15.3,14.46,14.82,15564100,11.62,18.05,11.44,17.82,6244400
2026-06-16,59.95,60.89,55.91,56.06,21916300,25.75,26.11,23.88,23.94,29431600,22.05,22.44,20.42,20.64,33373900,10.84,10.93,9.99,10.12,16580800,13.48,13.81,12.81,13.37,3897500,14.52,14.54,13.38,13.38,14045900,17.46,19.71,17.17,18.7,1570700
2026-06-17,56.9,57.73,54.46,54.69,19556500,24.15,24.55,22.85,22.92,27645800,20.95,21.42,20.17,20.25,25801800,10.31,10.44,9.68,9.77,12932700,13.34,14.54,13.32,13.57,3996600,13.4,13.85,13.23,13.34,10445300,18.98,25.0,18.8,23.61,3052900
2026-06-18,55.79,56.66,52.92,56.55,20362600,23.66,24.71,22.54,24.69,31044300,20.78,21.48,19.53,21.36,35772800,10.23,10.81,9.88,10.76,21444500,13.81,14.25,12.68,13.37,9244600,13.59,13.84,12.76,13.53,27820400,24.1,39.25,23.0,32.0,8691700
2026-06-22,56.58,61.99,55.53,58.32,28045000,24.39,25.64,23.52,24.47,29576400,20.87,22.48,20.41,21.38,38322300,10.55,11.3,10.44,10.54,17242300,12.9,13.51,12.52,12.54,3764900,13.2,14.97,13.01,14.21,20219700,36.2,45.0,33.0,38.39,2354600
2026-06-23,56.61,61.47,56.0,57.85,26838900,24.11,26.71,23.96,25.03,48963000,20.67,22.57,20.24,21.28,46627100,10.39,11.23,10.21,10.49,22835500,12.13,12.95,12.02,12.23,3281700,14.56,16.59,14.42,15.96,42803100,37.74,41.53,31.61,33.39,1310600
2026-06-24,57.35,57.35,52.36,53.6,25170000,24.42,24.43,22.4,22.98,32009700,20.81,20.97,19.01,19.53,35175100,10.27,10.35,9.61,9.7,19047300,12.0,12.12,11.68,11.8,1813800,15.58,15.59,13.66,14.1,22621100,34.0,34.11,27.28,28.41,877400
2026-06-25,54.62,55.08,50.16,50.56,21891200,23.5,23.81,21.64,21.91,20652900,19.99,20.41,18.28,18.41,28023900,10.05,10.19,9.0,9.09,14920100,12.1,12.69,11.45,12.21,2092100,14.17,14.17,12.75,12.79,15931400,28.68,28.9,25.67,25.92,714800
2026-06-26,49.65,52.48,48.49,49.31,67767400,21.3,22.86,20.93,22.76,31774900,17.93,18.95,17.71,18.36,33347700,8.95,9.38,8.83,9.18,16345300,11.8,11.87,11.01,11.18,4180600,12.68,14.09,12.67,13.63,33867100,25.49,27.0,22.72,23.33,596700
2026-06-29,50.62,54.2,49.65,53.88,22875200,23.17,24.26,22.46,23.83,22781900,18.7,19.8,18.23,19.44,29713300,9.35,10.1,9.17,9.92,17158200,11.23,11.35,10.63,11.02,2879700,13.51,14.19,13.23,13.82,13118600,23.21,24.98,21.3,23.5,822100
2026-06-30,52.69,54.84,52.4,53.26,14832600,23.35,24.73,23.25,23.99,20202100,19.02,19.7,18.78,19.32,20927200,9.69,9.88,9.44,9.7,11542000,10.93,12.14,10.84,12.11,2962500,13.4,13.74,13.16,13.32,9657900,23.5,28.55,22.45,27.76,783900
2026-07-01,52.17,54.76,51.4,51.4,14440800,23.59,24.54,23.06,23.5,22923400,19.17,19.74,18.65,18.68,24518000,9.69,10.02,9.41,9.43,11491000,11.9,12.5,11.67,11.85,1973100,13.17,13.57,12.76,12.93,9803800,28.1,31.89,25.97,27.03,864500
2026-07-02,51.11,54.4,48.18,49.12,16972900,23.66,24.68,22.3,22.53,21365800,18.73,19.67,17.55,17.94,25280900,9.55,9.88,8.94,9.05,12069800,11.88,12.34,11.43,11.62,2036000,13.69,14.54,12.19,12.31,20445000,26.83,28.0,23.64,23.78,641100
2026-07-06,49.04,51.33,48.79,48.87,12476700,22.44,23.62,22.25,22.56,17225000,17.88,18.71,17.76,17.96,19619100,9.09,9.57,9.0,9.37,8618600,11.62,12.26,11.6,11.78,1486400,12.26,12.9,12.08,12.33,8348200,24.4,25.89,23.5,24.22,455700
2026-07-07,47.54,47.95,44.02,45.36,18921600,22.17,22.39,20.52,21.06,20583700,17.48,17.55,16.24,16.55,26927400,9.15,9.18,8.48,8.69,13855100,11.64,11.98,11.2,11.3,1533700,12.18,12.23,11.3,11.66,14897400,23.58,24.51,21.86,23.5,488700
2026-07-08,44.36,46.23,43.72,45.08,15213700,20.52,21.49,20.13,20.64,15546300,16.25,17.06,16.2,16.92,19333700,8.52,8.9,8.49,8.75,8226800,10.88,11.37,10.88,11.21,1012600,11.45,11.92,11.2,11.51,8071400,23.0,25.88,22.9,23.76,409100
2026-07-09,45.5,46.0,44.37,44.77,13051600,20.75,21.49,20.52,21.16,16525400,16.98,17.33,16.7,16.99,17339500,8.8,9.33,8.75,9.15,8755400,11.21,11.56,11.12,11.27,1303600,11.7,11.91,11.42,11.75,6921400,24.0,25.5,23.68,24.06,457600
2026-07-10,45.32,45.45,42.4,42.86,14548400,21.48,21.64,19.95,20.09,14518200,17.16,17.31,16.37,16.54,17719600,9.18,9.23,8.6,8.66,8458700,11.32,11.32,11.01,11.17,936500,11.94,12.06,11.17,11.17,6777100,24.0,25.14,22.75,22.99,486400
2026-07-13,42.07,42.18,38.62,38.88,23873300,19.69,19.69,18.52,18.66,17058900,16.17,16.3,15.15,15.36,26371100,8.5,8.51,7.92,8.0,11149200,10.92,10.99,10.46,10.5,1159800,11.08,11.16,10.05,10.13,11225700,22.11,23.04,20.96,21.38,448600
2026-07-14,40.04,40.44,38.72,39.29,17284300,18.92,19.25,18.65,18.95,15675500,15.85,16.27,15.58,16.11,20989800,8.18,8.32,8.05,8.32,7535800,10.81,11.2,10.59,11.1,987900,10.46,10.49,10.05,10.45,7993900,21.38,22.3,19.8,21.19,383600
2026-07-15,40.0,40.07,36.86,37.51,20413000,19.03,19.37,17.87,18.27,15430400,16.16,16.38,14.91,15.25,22313000,8.3,8.49,7.91,8.04,7389700,11.1,11.44,10.7,10.86,955900,10.52,10.8,9.57,9.87,13244500,20.33,24.93,20.33,21.91,427100
2026-07-16,37.0,37.24,34.67,35.1,24564600,18.0,18.0,16.81,16.92,18893400,14.83,14.97,13.93,14.1,25689700,7.95,7.99,7.54,7.64,10010000,10.6,10.6,10.18,10.18,1088500,9.52,9.6,8.83,9.06,13427200,20.93,22.13,18.98,20.93,335700
2026-07-17,34.99,35.91,33.29,34.78,23910500,16.46,17.42,16.02,16.73,17598400,13.68,14.58,13.41,14.11,22445500,7.47,8.08,7.41,7.8,10557900,9.9,10.21,9.5,9.99,1745400,8.75,9.44,8.75,9.09,9077000,19.47,23.68,19.01,22.31,567700
2026-07-20,35.05,36.3,34.21,34.24,16392344,17.0,17.55,16.69,16.72,12912573,14.33,14.68,14.14,14.25,15140619,7.86,8.05,7.72,7.92,8398887,9.99,11.15,9.98,10.84,1383025,9.1,9.31,8.77,9.05,8861559,22.3,23.99,19.44,19.6,283762
