ticker,description,coupon,par_value,maturity,redemption_date,exchange,current_price,52_week_high,52_week_low,volume,avg_volume,dividend_rate,dividend_yield,discount_to_par_pct,is_discount,range_width_pct,position_in_range_pct,current_yield_pct,coupon_pct,days_to_redemption,years_to_redemption,discount_num,yield_num,range_num
AIZN,Assurant Inc. 5.25% Subordinated Notes due 1/15/2061,5.25,25,2061-01-15,2026-01-15,NYSE,19.3700008392334,21.60788151032731,16.873159096673035,N/A,24051.79282868526,N/A,N/A,22.5,True,28.1,52.7,N/A,5.25,-80,-0.2,22.5,,28.1
T,AT&T Inc. 5.35% Global Notes due 11/1/2066,5.35,25,2066-11-01,2022-11-01,NYSE,28.329999923706055,29.440000534057617,22.950000762939453,N/A,40390902.78884462,1.11,3.92,-13.3,False,28.3,82.9,3.92,5.35,-1251,-3.4,-13.3,3.92,28.3
ATHS,Athene Holding Ltd. Rate Reset Junior Subordinated Debentures due 3/30/2064,7.0,25,2064-03-30,2029-03-30,NYSE,23.950000762939453,25.135199554690754,22.340357741974888,N/A,48075.69721115538,N/A,N/A,4.2,True,12.5,57.6,N/A,7.0,1090,3.0,4.2,,12.5
ATLCL,Atlanticus Holdings Corp 6.125% Senior Notes Due 11/30/2026,6.125,25,2026-11-30,2023-11-30,NGM,25.010000228881836,25.100000381469727,22.309320910213174,N/A,19768.924302788844,N/A,N/A,-0.0,False,12.5,96.8,N/A,6.125,-857,-2.3,-0.0,,12.5
ATLCZ,Atlanticus Holdings Corp 9.25% Senior Notes Due 01/31/2029,9.25,25,2029-01-31,2026-01-31,NGS,25.010000228881836,25.295228952345497,21.34303971919664,N/A,24612.350597609562,N/A,N/A,-0.0,False,18.5,92.8,N/A,9.25,-64,-0.2,-0.0,,18.5
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes Due 12/31/2026,6.5,25,2026-12-31,2024-12-31,NYSE,25.190000534057617,25.190000534057617,5.616409743687334,N/A,22982.071713147412,N/A,N/A,-0.8,False,348.5,100.0,N/A,6.5,-460,-1.3,-0.8,,348.5
RILYG,BRC Group Holdings Inc 5.00% Senior Notes Due 12/31/2026,5.0,25,2026-12-31,2023-12-31,NGM,23.06999969482422,23.649999618530273,5.819954953523682,N/A,29127.88844621514,N/A,N/A,7.7,True,306.4,96.7,N/A,5.0,-826,-2.3,7.7,,306.4
RILYK,BRC Group Holdings Inc 5.50% Senior Notes Due 3/31/2026,5.5,25,2026-03-31,2022-03-31,NGM,25.229999542236328,25.229999542236328,12.362104565187014,N/A,17888.25910931174,N/A,N/A,-0.9,False,104.1,100.0,N/A,5.5,-1466,-4.0,-0.9,,104.1
RILYT,BRC Group Holdings Inc 6.00% Senior Notes Due 1/31/2028,6.0,25,2028-01-31,2022-01-31,NGM,17.850000381469727,19.690000534057617,4.627058326550729,N/A,26288.844621513945,N/A,N/A,28.6,True,325.5,87.8,N/A,6.0,-1525,-4.2,28.6,,325.5
RILYN,BRC Group Holdings Inc 6.50% Senior Notes Due 9/30/2026,6.5,25,2026-09-30,2024-09-30,NGM,23.969999313354492,24.790000915527344,7.499908071037267,N/A,25731.474103585657,N/A,N/A,4.1,True,230.5,95.3,N/A,6.5,-552,-1.5,4.1,,230.5
RILYZ,BRC Group Holdings Inc. 5.25% Senior Notes Due 08/31/2028,5.25,25,2028-08-31,2023-08-31,NGM,16.469999313354492,17.790000915527344,4.469021941896716,N/A,46758.167330677294,N/A,N/A,34.1,True,298.1,90.1,N/A,5.25,-948,-2.6,34.1,,298.1
BHFAL,Brighthouse Financial 6.25% Junior Subordinated Debentures due 9/15/2058,6.25,25,2058-09-15,2023-09-15,NGS,16.899999618530273,19.762545112923135,15.806438613494707,N/A,41060.1593625498,N/A,N/A,32.4,True,25.0,27.6,N/A,6.25,-933,-2.6,32.4,,25.0
BHFAN,Brighthouse Financial Inc. 5.375% DEP PFD C,5.375,25,2058-12-31,2024-12-31,NGS,12.800000190734863,16.036213566696933,10.682456224140878,N/A,123839.44223107569,1.34,10.5,48.8,True,50.1,39.6,10.5,5.375,-460,-1.3,48.8,10.5,50.1
BHFAO,Brighthouse Financial Inc. 6.75% DP SHS PF B,6.75,25,2058-12-31,2024-12-31,NGS,16.219999313354492,20.235937956422934,13.15985181461668,N/A,70548.20717131475,1.69,10.4,35.1,True,53.8,43.2,10.4,6.75,-460,-1.3,35.1,10.4,53.8
BTSGU,BrightSpring Health Services 6.75% Tangible Equity Units,6.75,25,2029-12-31,2024-11-04,NGS,143.86000061035156,151.0800018310547,55.30110549926758,N/A,40725.498007968126,3.38,2.35,-475.4,False,173.2,92.5,2.35,6.75,-517,-1.4,-475.4,2.35,173.2
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,7.25,25,2099-12-31,2029-03-25,NYSE,24.024999618530273,25.62285597552145,19.70367290076058,N/A,11721.115537848606,N/A,N/A,3.9,True,30.0,73.0,N/A,7.25,1085,3.0,3.9,,30.0
CSWC,Capital Southwest Corp. 7.75% notes due 8/1/2028,7.75,25,2028-08-01,2025-08-01,NGS,22.3700008392334,23.365187560884387,15.533598237398174,N/A,606549.4023904382,2.56,11.44,10.5,True,50.4,87.3,11.44,7.75,-247,-0.7,10.5,11.44,50.4
CGABL,Carlyle Finance LLC 4.625% Subordinated Notes due 05/15/2061,4.625,25,2061-05-15,2026-05-15,NGS,17.389999389648438,18.197817838026538,15.378069200493893,N/A,33709.163346613546,N/A,N/A,30.4,True,18.3,71.4,N/A,4.625,40,0.1,30.4,,18.3
CGBDL,Carlyle Secured Lending Inc. 8.20% Notes due 12/1/2028,8.2,25,2028-12-01,2025-12-01,NGS,25.479999542236328,0.0,0.0,N/A,0.0,N/A,N/A,-1.9,False,N/A,N/A,N/A,8.2,-125,-0.3,-1.9,,
CIMP,Chimera Investment Corp 8.875% Senior Notes due 8/15/2030,8.875,25,2030-08-15,2027-08-15,NYSE,24.770000457763672,25.600000381469727,24.25,N/A,39638.23529411765,N/A,N/A,0.9,True,5.6,38.5,N/A,8.875,497,1.4,0.9,,5.6
CIMN,Chimera Investment Corp 9.000% Senior Notes due 5/15/2029,9.0,25,2029-05-15,2026-05-15,NYSE,25.1200008392334,25.420000076293945,21.594857343623417,N/A,9583.665338645418,N/A,N/A,-0.5,False,17.7,92.2,N/A,9.0,40,0.1,-0.5,,17.7
CIMO,Chimera Investment Corp 9.250% Senior Notes due 08/15/2029,9.25,25,2029-08-15,2026-08-15,NYSE,25.260000228881836,25.549999237060547,22.011777639085352,N/A,12124.302788844621,N/A,N/A,-1.0,False,16.1,91.8,N/A,9.25,132,0.4,-1.0,,16.1
CICB,CION Investment Corp 7.50% Notes Due 2029,7.5,25,2029-12-31,2026-12-30,NYSE,24.829999923706055,25.11298539619287,22.563522858749874,N/A,7935.8565737051795,N/A,N/A,0.7,True,11.3,88.9,N/A,7.5,269,0.7,0.7,,11.3
CMSA,CMS Energy Corp. 5.625% Junior Subordinated Notes due 3/15/2078,5.625,25,2078-03-15,2023-03-15,NYSE,21.329999923706055,23.91657173006311,19.397984763002334,N/A,16258.565737051793,N/A,N/A,14.7,True,23.3,42.8,N/A,5.625,-1117,-3.1,14.7,,23.3
CMSC,CMS Energy Corp. 5.875% Junior Subordinated Notes due 10/15/2078,5.875,25,2078-10-15,2023-10-15,NYSE,22.040000915527344,23.642150846076564,19.96015517629068,N/A,35070.11952191235,N/A,N/A,11.8,True,18.4,56.5,N/A,5.875,-903,-2.5,11.8,,18.4
CMSD,CMS Energy Corp. 5.875% Junior Subordinated Notes due 3/1/2079,5.875,25,2079-03-01,2024-03-01,NYSE,22.260000228881836,24.010893152843195,20.396070056130334,N/A,44003.58565737052,N/A,N/A,11.0,True,17.7,51.6,N/A,5.875,-765,-2.1,11.0,,17.7
CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 12/15/2064,6.375,25,2064-12-15,2029-12-15,NYSE,22.93000030517578,24.510606640363385,18.4833341984691,N/A,59586.852589641436,N/A,N/A,8.3,True,32.6,73.8,N/A,6.375,1350,3.7,8.3,,32.6
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 05/25/2026,5.0,25,2026-05-25,2023-05-25,NYSE,25.0,25.10300064086914,23.261229920153376,N/A,6953.386454183267,N/A,N/A,0.0,False,7.9,94.4,N/A,5.0,-1046,-2.9,0.0,,7.9
CUBB,Customers Bancorp 5.375% Subordinated Notes Due 12/30/2034,5.375,25,2034-12-30,2029-12-30,NYSE,22.100000381469727,23.632543796134996,17.18342073105329,N/A,2727.8884462151395,N/A,N/A,11.6,True,37.5,76.2,N/A,5.375,1365,3.7,11.6,,37.5
DCOMG,Dime Community Bancshares Fixed/Float Subordinated Notes due 07/15/2034,7.0,25,2034-07-15,2029-07-15,NGM,25.799999237060547,26.2556538325579,22.265768768064355,N/A,3812.7490039840636,N/A,N/A,-3.2,False,17.9,88.6,N/A,7.0,1197,3.3,-3.2,,17.9
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 8/1/2042,5.625,25,2042-08-01,2017-08-01,NGS,16.579999923706055,17.989999771118164,12.009772518339853,N/A,42607.171314741034,N/A,N/A,33.7,True,49.8,76.4,N/A,5.625,-3169,-8.7,33.7,,49.8
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2/1/2046,6.25,25,2046-02-01,2021-02-18,NGS,17.469999313354492,17.469999313354492,17.299999237060547,N/A,8616.0,N/A,N/A,30.1,True,1.0,100.0,N/A,6.25,-1872,-5.1,30.1,,1.0
DTB,DTE Energy Co 2020 Series G 4.375% Junior Subordinated Debentures due 10/15/2080,4.375,25,2080-10-15,2025-10-15,NYSE,16.459999084472656,18.298785184440163,15.45150395658273,N/A,21319.521912350596,N/A,N/A,34.2,True,18.4,35.4,N/A,4.375,-172,-0.5,34.2,,18.4
DTK,DTE Energy Co 2025 Series H 6.25% Junior Subordinated Debentures due 10/01/2085,6.25,25,2085-10-01,2030-10-01,NYSE,24.100000381469727,25.59000015258789,23.610000610351562,N/A,143302.98507462686,N/A,N/A,3.6,True,8.4,24.7,N/A,6.25,1640,4.5,3.6,,8.4
DTG,DTE Energy Co Series E 4.375% Junior Subordinated Debentures due 12/01/2081,4.375,25,2081-12-01,2026-12-01,NYSE,16.559999465942383,18.3721875376943,15.862002428816748,N/A,28992.43027888446,N/A,N/A,33.8,True,15.8,27.8,N/A,4.375,240,0.7,33.8,,15.8
DTW,DTE Energy Co. Series E 5.25% Junior Subordinated Debentures due 12/1/2077,5.25,25,2077-12-01,2022-12-01,NYSE,20.670000076293945,22.579999923706055,19.366100915602413,N/A,25572.50996015936,N/A,N/A,17.3,True,16.6,40.6,N/A,5.25,-1221,-3.3,17.3,,16.6
DUKB,Duke Energy Corp. 5.625% Junior Subordinated Debentures due 9/15/2078,5.625,25,2078-09-15,2023-09-15,NYSE,23.469999313354492,24.59177141136903,22.200009035228636,N/A,34026.69322709164,N/A,N/A,6.1,True,10.8,53.1,N/A,5.625,-933,-2.6,6.1,,10.8
ECCV,Eagle Point Credit Co. 5.375% Notes due 01/31/2029,5.375,25,2029-01-31,2025-01-31,NYSE,23.385000228881836,23.924623068124312,20.71603462616748,N/A,5315.139442231076,N/A,N/A,6.5,True,15.5,83.2,N/A,5.375,-429,-1.2,6.5,,15.5
ECCX,Eagle Point Credit Co. 6.6875% Notes due 4/30/2028,6.6875,25,2028-04-30,2021-04-30,NYSE,24.989999771118164,25.200000762939453,22.290798030543833,N/A,2506.772908366534,N/A,N/A,0.0,True,13.1,92.8,N/A,6.6875,-1801,-4.9,0.0,,13.1
ECCW,Eagle Point Credit Company Inc. 6.75% Notes Due 03/31/2031,6.75,25,2031-03-31,2024-03-29,NYSE,24.860000610351562,25.200000762939453,20.778620484824607,N/A,4940.239043824701,N/A,N/A,0.6,True,21.3,92.3,N/A,6.75,-737,-2.0,0.6,,21.3
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 6/30/2030,7.75,25,2030-06-30,2027-06-30,NYSE,24.829999923706055,25.079999923706055,22.111665034964506,N/A,9087.250996015937,N/A,N/A,0.7,True,13.4,91.6,N/A,7.75,451,1.2,0.7,,13.4
EAI,Entergy Arkansas 4.875% Series First Mortgage Bonds due 9/1/2066,4.875,25,2066-09-01,2021-09-01,NYSE,20.229999542236328,21.404153520370997,19.68000030517578,N/A,27815.217391304348,N/A,N/A,19.1,True,8.8,31.9,N/A,4.875,-1677,-4.6,19.1,,8.8
ELC,Entergy Louisiana 4.875% Collateral Trust Mortgage Bonds Series due 9/1/2066,4.875,25,2066-09-01,2021-09-01,NYSE,20.260000228881836,21.705863252046562,18.798624456422402,N/A,21095.617529880477,N/A,N/A,19.0,True,15.5,50.3,N/A,4.875,-1677,-4.6,19.0,,15.5
EMP,Entergy Mississippi 4.90% Series First Mortgage Bonds due 10/1/2066,4.9,25,2066-10-01,2021-10-01,NYSE,20.610000610351562,20.8956994420933,20.028742107419735,N/A,21513.043478260868,N/A,N/A,17.6,True,4.3,67.0,N/A,4.9,-1647,-4.5,17.6,,4.3
ENJ,Entergy New Orleans 5.00% Series First Mortgage Bonds due 12/1/2052,5.0,25,2052-12-01,2017-12-01,NYSE,20.299999237060547,22.15181589608744,18.867420196533203,N/A,1649.003984063745,N/A,N/A,18.8,True,17.4,43.6,N/A,5.0,-3047,-8.3,18.8,,17.4
ENO,Entergy New Orleans 5.50% Series First Mortgage Bonds due 4/1/2066,5.5,25,2066-04-01,2021-04-01,NYSE,21.950000762939453,24.563387658845205,20.881339559151222,N/A,6782.868525896414,N/A,N/A,12.2,True,17.6,29.0,N/A,5.5,-1830,-5.0,12.2,,17.6
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 12/15/2053,7.95,25,2053-12-15,2028-12-15,NYSE,24.559999465942383,26.066326332710496,22.421494409337583,N/A,24132.669322709164,N/A,N/A,1.8,True,16.3,58.7,N/A,7.95,985,2.7,1.8,,16.3
FGSN,F&G Annuities & Life Inc. 7.30% Junior Subordinated Notes due 1/15/2065,7.3,25,2065-01-15,2030-01-15,NYSE,20.475000381469727,23.4699336818282,18.871923023588828,N/A,38058.565737051795,N/A,N/A,18.1,True,24.4,34.9,N/A,7.3,1381,3.8,18.1,,24.4
INBKZ,First Internet Bancorp 6.00% Fixed-to-Floating Rate Sub Notes due 6/30/2029,6.0,25,2029-06-30,2024-06-30,NGS,24.399999618530273,24.700000762939453,21.574610486425392,N/A,2668.1274900398407,N/A,N/A,2.4,True,14.5,90.4,N/A,6.0,-644,-1.8,2.4,,14.5
GAING,Gladstone Investment Corp 7.125% Notes due 05/01/2031,7.125,25,2031-05-01,2028-05-01,NGS,25.350000381469727,25.5,24.75,N/A,49070.967741935485,N/A,N/A,-1.4,False,3.0,80.0,N/A,7.125,757,2.1,-1.4,,3.0
GAINZ,Gladstone Investment Corp 4.875% Notes Due 11/01/2028,4.875,25,2028-11-01,2024-11-01,NGS,24.040000915527344,24.299999237060547,21.43523691181207,N/A,4709.561752988047,N/A,N/A,3.8,True,13.4,90.9,N/A,4.875,-520,-1.4,3.8,,13.4
GAINN,Gladstone Investment Corp. 5.00% Notes Due 5/1/2026,5.0,25,2026-05-01,2023-05-01,NGS,25.219999313354492,25.40999984741211,23.79525116134248,N/A,5014.342629482072,N/A,N/A,-0.9,False,6.8,88.2,N/A,5.0,-1070,-2.9,-0.9,,6.8
GECCI,Great Elm Capital Corp 8.50% Notes due 04/30/2029,8.5,25,2029-04-30,2026-04-30,NGM,25.489999771118164,25.5,22.753292194245915,N/A,1926.2948207171314,N/A,N/A,-2.0,False,12.1,99.6,N/A,8.5,25,0.1,-2.0,,12.1
GECCG,Great Elm Capital Corp 7.75% Notes due 12/31/2030,7.75,25,2030-12-31,2027-12-31,NGM,24.315000534057617,24.596460086937416,23.609243367561206,N/A,6722.142857142857,N/A,N/A,2.7,True,4.2,71.5,N/A,7.75,635,1.7,2.7,,4.2
GECCH,Great Elm Capital Corp. 8.125% Notes Due 12/31/2029,8.125,25,2029-12-31,2026-12-31,NGM,25.149999618530273,26.524999618530273,22.50870111269347,N/A,1962.9482071713148,N/A,N/A,-0.6,False,17.8,65.8,N/A,8.125,270,0.7,-0.6,,17.8
GECCO,Great Elm Capital Corp. 5.875% Notes due 6/30/2026,5.875,25,2026-06-30,2023-06-30,NGM,25.040000915527344,25.652055740356445,23.393880003465547,N/A,6855.378486055777,N/A,N/A,-0.2,False,9.7,72.9,N/A,5.875,-1010,-2.8,-0.2,,9.7
GEGGL,Great Elm Group Inc. 7.25% Notes due 06/30/2027,7.25,25,2027-06-30,2024-06-30,NGM,24.40999984741211,24.889999389648438,19.605623381022603,N/A,1681.2749003984063,N/A,N/A,2.4,True,27.0,90.9,N/A,7.25,-644,-1.8,2.4,,27.0
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 10/31/2026,8.5,25,2026-10-31,2024-10-31,NGS,19.5,22.05500030517578,5.271950683179146,N/A,6042.231075697211,N/A,N/A,22.0,True,318.3,84.8,N/A,8.5,-521,-1.4,22.0,,318.3
HWCPZ,Hancock Whitney Corp. 6.25% Subordinated Notes due 6/15/2060,6.25,25,2060-06-15,2025-06-15,NGS,21.940000534057617,24.462385823139044,20.79502909138002,N/A,9725.099601593625,N/A,N/A,12.2,True,17.6,31.2,N/A,6.25,-294,-0.8,12.2,,17.6
HNNAZ,Hennessy Advisors Inc. 4.875% Notes Due 12/31/2026,4.875,25,2026-12-31,2023-12-31,NGM,24.940000534057617,25.25,23.05927335484772,N/A,854.183266932271,N/A,N/A,0.2,True,9.5,85.8,N/A,4.875,-826,-2.3,0.2,,9.5
HCXY,Hercules Capital 6.25% Notes due 10/30/2033,6.25,25,2033-10-30,2023-10-30,NYSE,24.809999465942383,25.610000610351562,23.088625632237346,N/A,1613.9442231075698,N/A,N/A,0.8,True,10.9,68.3,N/A,6.25,-888,-2.4,0.8,,10.9
HTFC,Horizon Technology Finance Corp. 6.25% Notes due 06/15/2027,6.25,25,2027-06-15,2024-06-15,NYSE,24.674999237060547,24.959999084472656,22.37661161143064,N/A,2398.00796812749,N/A,N/A,1.3,True,11.5,89.0,N/A,6.25,-659,-1.8,1.3,,11.5
KMPB,Kemper Corp 5.875% Fixed-Rate Reset Junior Sub Debentures due 03/15/2062,5.875,25,2062-03-15,2027-03-15,NYSE,22.920000076293945,23.801091945989317,19.43990827390076,N/A,18685.258964143428,N/A,N/A,8.3,True,22.4,79.8,N/A,5.875,344,0.9,8.3,,22.4
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 4/1/2061,4.625,25,2061-04-01,2026-04-01,NYSE,16.200000762939453,18.57159281922896,15.36502933124979,N/A,38169.322709163345,N/A,N/A,35.2,True,20.9,26.0,N/A,4.625,-4,-0.0,35.2,,20.9
MHLA,Maiden Holdings Ltd 6.625% Notes due 6/14/2046,6.625,25,2046-06-14,2021-06-14,NYSE,10.989999771118164,15.201166436749528,9.930000305175781,N/A,5882.07171314741,N/A,N/A,56.0,True,53.1,20.1,N/A,6.625,-1756,-4.8,56.0,,53.1
MHNC,Maiden Holdings North America Ltd 7.75% Notes due 12/1/2043,7.75,25,2043-12-01,2018-12-01,NYSE,13.0,17.469393871281056,11.140000343322754,N/A,8965.737051792828,N/A,N/A,48.0,True,56.8,29.4,N/A,7.75,-2682,-7.3,48.0,,56.8
MFAN,MFA Financial Inc. 8.875% Senior Notes due 02/15/2029,8.875,25,2029-02-15,2026-02-15,NYSE,25.100000381469727,25.323999404907227,21.985274586239186,N/A,20047.011952191235,N/A,N/A,-0.4,False,15.2,93.3,N/A,8.875,-49,-0.1,-0.4,,15.2
MFAO,MFA Financial Inc. 9.00% Senior Notes due 08/15/2029,9.0,25,2029-08-15,2026-08-15,NYSE,25.190000534057617,25.399999618530273,22.197690421071034,N/A,14159.362549800797,N/A,N/A,-0.8,False,14.4,93.4,N/A,9.0,132,0.4,-0.8,,14.4
MFICL,MidCap Financial Investment Corp 8.00% Unsecured Notes Due 12/15/2028,8.0,25,2028-12-15,2025-12-15,NGS,25.149999618530273,25.170000076293945,25.149999618530273,N/A,1196.5,N/A,N/A,-0.6,False,0.1,0.0,N/A,8.0,-111,-0.3,-0.6,,0.1
MLCIL,Mount Logan Capital Inc. 8.00% Senior Notes due 01/31/2031,8.0,25,2031-01-31,2028-01-31,NCM,23.100000381469727,24.5,21.969999313354492,N/A,8723.255813953489,N/A,N/A,7.6,True,11.5,44.7,N/A,8.0,666,1.8,7.6,,11.5
NRUC,National Rural Utilities Coop Finance Corp. 5.50% Subordinated Notes due 5/15/2064,5.5,25,2064-05-15,2024-05-15,NYSE,23.049999237060547,25.02371205250977,21.132781231641307,N/A,17657.370517928288,N/A,N/A,7.8,True,18.4,49.3,N/A,5.5,-690,-1.9,7.8,,18.4
