ticker,description,coupon,par_value,maturity,redemption_date,exchange,current_price,52_week_high,52_week_low,volume,avg_volume,dividend_rate,dividend_yield,discount_to_par_pct,is_discount,range_width_pct,position_in_range_pct,current_yield_pct,coupon_pct,days_to_redemption,years_to_redemption,discount_num,yield_num,range_num
ATHS,Athene Holding Ltd. Rate Reset Junior Subordinated Debentures due 3/30/2064,7.0,25,2064-03-30,2029-03-30,NYSE,24.899999618530273,25.135199554690754,22.703239290824566,N/A,46356.8,N/A,N/A,0.4,True,10.7,90.3,N/A,7.0,1076,2.9,0.4,,10.7
ATLCL,Atlanticus Holdings Corp 6.125% Senior Notes Due 11/30/2026,6.125,25,2026-11-30,2023-11-30,NGM,24.989999771118164,25.0,22.27384376525879,N/A,19837.2,N/A,N/A,0.0,True,12.2,99.6,N/A,6.125,-871,-2.4,0.0,,12.2
ATLCZ,Atlanticus Holdings Corp 9.25% Senior Notes Due 01/31/2029,9.25,25,2029-01-31,2026-01-31,NGS,25.260000228881836,25.34000015258789,22.369144080102597,N/A,23817.2,N/A,N/A,-1.0,False,13.3,97.3,N/A,9.25,-78,-0.2,-1.0,,13.3
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes Due 12/31/2026,6.5,25,2026-12-31,2024-12-31,NYSE,25.040000915527344,25.190000534057617,5.616409743687334,N/A,22225.2,N/A,N/A,-0.2,False,348.5,99.2,N/A,6.5,-474,-1.3,-0.2,,348.5
RILYG,BRC Group Holdings Inc 5.00% Senior Notes Due 12/31/2026,5.0,25,2026-12-31,2023-12-31,NGM,23.399999618530273,23.631684598578516,5.742602394691566,N/A,29186.0,N/A,N/A,6.4,True,311.5,98.7,N/A,5.0,-840,-2.3,6.4,,311.5
RILYK,BRC Group Holdings Inc 5.50% Senior Notes Due 3/31/2026,5.5,25,2026-03-31,2022-03-31,NGM,25.229999542236328,25.229999542236328,12.362103700522296,N/A,17938.13559322034,N/A,N/A,-0.9,False,104.1,100.0,N/A,5.5,-1480,-4.1,-0.9,,104.1
RILYT,BRC Group Holdings Inc 6.00% Senior Notes Due 1/31/2028,6.0,25,2028-01-31,2022-01-31,NGM,18.030000686645508,19.290013179983756,4.533063601088413,N/A,26335.6,N/A,N/A,27.9,True,325.5,91.5,N/A,6.0,-1539,-4.2,27.9,,325.5
RILYN,BRC Group Holdings Inc 6.50% Senior Notes Due 9/30/2026,6.5,25,2026-09-30,2024-09-30,NGM,24.290000915527344,24.399999618530273,7.376329834903448,N/A,25399.2,N/A,N/A,2.8,True,230.8,99.4,N/A,6.5,-566,-1.6,2.8,,230.8
RILYZ,BRC Group Holdings Inc. 5.25% Senior Notes Due 08/31/2028,5.25,25,2028-08-31,2023-08-31,NGM,16.1200008392334,17.43571283602427,4.380021212581916,N/A,45930.4,N/A,N/A,35.5,True,298.1,89.9,N/A,5.25,-962,-2.6,35.5,,298.1
BHFAL,Brighthouse Financial 6.25% Junior Subordinated Debentures due 9/15/2058,6.25,25,2058-09-15,2023-09-15,NGS,17.15999984741211,19.76254317989859,15.806438613494707,N/A,40756.4,N/A,N/A,31.4,True,25.0,34.2,N/A,6.25,-947,-2.6,31.4,,25.0
BHFAN,Brighthouse Financial Inc. 5.375% DEP PFD C,5.375,25,2058-12-31,2024-12-31,NGS,13.140000343322754,16.036214533236144,10.682456224140878,N/A,123407.6,1.34,10.23,47.4,True,50.1,45.9,10.23,5.375,-474,-1.3,47.4,10.23,50.1
BHFAO,Brighthouse Financial Inc. 6.75% DP SHS PF B,6.75,25,2058-12-31,2024-12-31,NGS,16.739999771118164,20.235937956422934,13.159850896527239,N/A,71048.4,1.69,10.07,33.0,True,53.8,50.6,10.07,6.75,-474,-1.3,33.0,10.07,53.8
BTSGU,BrightSpring Health Services 6.75% Tangible Equity Units,6.75,25,2029-12-31,2024-11-04,NGS,156.0449981689453,157.0531115240781,54.99753189086914,N/A,40268.8,3.38,2.16,-524.2,False,185.6,99.0,2.16,6.75,-531,-1.5,-524.2,2.16,185.6
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,7.25,25,2099-12-31,2029-03-25,NYSE,25.040000915527344,25.15254967060679,20.259795682363006,N/A,11165.6,N/A,N/A,-0.2,False,24.2,97.7,N/A,7.25,1071,2.9,-0.2,,24.2
CSWC,Capital Southwest Corp. 7.75% notes due 8/1/2028,7.75,25,2028-08-01,2025-08-01,NGS,24.299999237060547,24.420000076293945,16.827920845880307,N/A,599190.4,2.56,10.54,2.8,True,45.1,98.4,10.54,7.75,-261,-0.7,2.8,10.54,45.1
CGABL,Carlyle Finance LLC 4.625% Subordinated Notes due 05/15/2061,4.625,25,2061-05-15,2026-05-15,NGS,17.540000915527344,18.197817838026538,15.378068255164973,N/A,33214.0,N/A,N/A,29.8,True,18.3,76.7,N/A,4.625,26,0.1,29.8,,18.3
CGBDL,Carlyle Secured Lending Inc. 8.20% Notes due 12/1/2028,8.2,25,2028-12-01,2025-12-01,NGS,25.479999542236328,0.0,0.0,N/A,0.0,N/A,N/A,-1.9,False,N/A,N/A,N/A,8.2,-139,-0.4,-1.9,,
CIMP,Chimera Investment Corp 8.875% Senior Notes due 8/15/2030,8.875,25,2030-08-15,2027-08-15,NYSE,25.3700008392334,25.600000381469727,24.25,N/A,38095.20547945205,N/A,N/A,-1.5,False,5.6,83.0,N/A,8.875,483,1.3,-1.5,,5.6
CIMN,Chimera Investment Corp 9.000% Senior Notes due 5/15/2029,9.0,25,2029-05-15,2026-05-15,NYSE,25.540000915527344,25.600000381469727,22.60054428278079,N/A,9088.8,N/A,N/A,-2.2,False,13.3,98.0,N/A,9.0,26,0.1,-2.2,,13.3
CIMO,Chimera Investment Corp 9.250% Senior Notes due 08/15/2029,9.25,25,2029-08-15,2026-08-15,NYSE,25.670000076293945,25.700000762939453,22.769231352781812,N/A,11293.6,N/A,N/A,-2.7,False,12.9,99.0,N/A,9.25,118,0.3,-2.7,,12.9
CICB,CION Investment Corp 7.50% Notes Due 2029,7.5,25,2029-12-31,2026-12-30,NYSE,25.100000381469727,25.200000762939453,22.563522858749874,N/A,12157.2,N/A,N/A,-0.4,False,11.7,96.2,N/A,7.5,255,0.7,-0.4,,11.7
CMSA,CMS Energy Corp. 5.625% Junior Subordinated Notes due 3/15/2078,5.625,25,2078-03-15,2023-03-15,NYSE,21.920000076293945,23.91657173006311,19.52943434054916,N/A,16094.0,N/A,N/A,12.3,True,22.5,54.5,N/A,5.625,-1131,-3.1,12.3,,22.5
CMSC,CMS Energy Corp. 5.875% Junior Subordinated Notes due 10/15/2078,5.875,25,2078-10-15,2023-10-15,NYSE,22.770000457763672,23.642150846076564,20.335343354234546,N/A,33233.6,N/A,N/A,8.9,True,16.3,73.6,N/A,5.875,-917,-2.5,8.9,,16.3
CMSD,CMS Energy Corp. 5.875% Junior Subordinated Notes due 3/1/2079,5.875,25,2079-03-01,2024-03-01,NYSE,23.079999923706055,24.010895068703373,20.396068157523022,N/A,41849.6,N/A,N/A,7.7,True,17.7,74.2,N/A,5.875,-779,-2.1,7.7,,17.7
CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 12/15/2064,6.375,25,2064-12-15,2029-12-15,NYSE,23.440000534057617,24.510606640363385,18.48333261155502,N/A,58393.2,N/A,N/A,6.2,True,32.6,82.2,N/A,6.375,1336,3.7,6.2,,32.6
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 05/25/2026,5.0,25,2026-05-25,2023-05-25,NYSE,25.020000457763672,25.10300064086914,23.299271602176702,N/A,6349.6,N/A,N/A,-0.1,False,7.7,95.4,N/A,5.0,-1060,-2.9,-0.1,,7.7
CUBB,Customers Bancorp 5.375% Subordinated Notes Due 12/30/2034,5.375,25,2034-12-30,2029-12-30,NYSE,22.829999923706055,23.632543796134996,17.605963982944893,N/A,2500.0,N/A,N/A,8.7,True,34.2,86.7,N/A,5.375,1351,3.7,8.7,,34.2
DCOMG,Dime Community Bancshares Fixed/Float Subordinated Notes due 07/15/2034,7.0,25,2034-07-15,2029-07-15,NGM,26.200000762939453,26.350000381469727,23.284943882163475,N/A,3592.0,N/A,N/A,-4.8,False,13.2,95.1,N/A,7.0,1183,3.2,-4.8,,13.2
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 8/1/2042,5.625,25,2042-08-01,2017-08-01,NGS,18.239999771118164,18.479999542236328,11.781261575846285,N/A,42326.0,N/A,N/A,27.0,True,56.9,96.4,N/A,5.625,-3183,-8.7,27.0,,56.9
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2/1/2046,6.25,25,2046-02-01,2021-02-18,NGS,19.079999923706055,19.09000015258789,18.610000610351562,N/A,12426.0,N/A,N/A,23.7,True,2.6,97.9,N/A,6.25,-1886,-5.2,23.7,,2.6
DTB,DTE Energy Co 2020 Series G 4.375% Junior Subordinated Debentures due 10/15/2080,4.375,25,2080-10-15,2025-10-15,NYSE,17.049999237060547,18.298785184440163,15.451502197987399,N/A,21689.2,N/A,N/A,31.8,True,18.4,56.1,N/A,4.375,-186,-0.5,31.8,,18.4
DTK,DTE Energy Co 2025 Series H 6.25% Junior Subordinated Debentures due 10/01/2085,6.25,25,2085-10-01,2030-10-01,NYSE,24.809999465942383,25.59000015258789,23.610000610351562,N/A,135418.75,N/A,N/A,0.8,True,8.4,60.6,N/A,6.25,1626,4.5,0.8,,8.4
DTG,DTE Energy Co Series E 4.375% Junior Subordinated Debentures due 12/01/2081,4.375,25,2081-12-01,2026-12-01,NYSE,17.209999084472656,18.3721875376943,15.95159659687395,N/A,29644.8,N/A,N/A,31.2,True,15.2,52.0,N/A,4.375,226,0.6,31.2,,15.2
DTW,DTE Energy Co. Series E 5.25% Junior Subordinated Debentures due 12/1/2077,5.25,25,2077-12-01,2022-12-01,NYSE,21.600000381469727,22.579999923706055,19.579069893711072,N/A,25258.4,N/A,N/A,13.6,True,15.3,67.3,N/A,5.25,-1235,-3.4,13.6,,15.3
DUKB,Duke Energy Corp. 5.625% Junior Subordinated Debentures due 9/15/2078,5.625,25,2078-09-15,2023-09-15,NYSE,24.100000381469727,24.59177141136903,22.52334640882744,N/A,33318.0,N/A,N/A,3.6,True,9.2,76.2,N/A,5.625,-947,-2.6,3.6,,9.2
ECCV,Eagle Point Credit Co. 5.375% Notes due 01/31/2029,5.375,25,2029-01-31,2025-01-31,NYSE,23.739999771118164,23.924623068124312,21.15037079841031,N/A,5360.0,N/A,N/A,5.0,True,13.1,93.3,N/A,5.375,-443,-1.2,5.0,,13.1
ECCX,Eagle Point Credit Co. 6.6875% Notes due 4/30/2028,6.6875,25,2028-04-30,2021-04-30,NYSE,25.110000610351562,25.200000762939453,22.75811192571516,N/A,2455.2,N/A,N/A,-0.4,False,10.7,96.3,N/A,6.6875,-1815,-5.0,-0.4,,10.7
ECCW,Eagle Point Credit Company Inc. 6.75% Notes Due 03/31/2031,6.75,25,2031-03-31,2024-03-29,NYSE,25.135000228881836,25.200000762939453,21.177742943546036,N/A,4812.4,N/A,N/A,-0.5,False,19.0,98.4,N/A,6.75,-751,-2.1,-0.5,,19.0
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 6/30/2030,7.75,25,2030-06-30,2027-06-30,NYSE,25.149999618530273,25.200000762939453,22.157948168212524,N/A,8583.2,N/A,N/A,-0.6,False,13.7,98.4,N/A,7.75,437,1.2,-0.6,,13.7
ELLA,Ellington Credit Co 8.50% Notes Due 03/30/2031,8.5,25,2031-03-30,2028-03-30,NYSE,25.1200008392334,25.200000762939453,24.469999313354492,N/A,36555.555555555555,N/A,N/A,-0.5,False,3.0,89.0,N/A,8.5,711,1.9,-0.5,,3.0
EAI,Entergy Arkansas 4.875% Series First Mortgage Bonds due 9/1/2066,4.875,25,2066-09-01,2021-09-01,NYSE,20.770000457763672,21.404153520370997,19.68000030517578,N/A,25830.35714285714,N/A,N/A,16.9,True,8.8,63.2,N/A,4.875,-1691,-4.6,16.9,,8.8
ELC,Entergy Louisiana 4.875% Collateral Trust Mortgage Bonds Series due 9/1/2066,4.875,25,2066-09-01,2021-09-01,NYSE,20.716999053955078,21.70586525387957,18.864648626746966,N/A,20752.0,N/A,N/A,17.1,True,15.1,65.2,N/A,4.875,-1691,-4.6,17.1,,15.1
EMP,Entergy Mississippi 4.90% Series First Mortgage Bonds due 10/1/2066,4.9,25,2066-10-01,2021-10-01,NYSE,20.93000030517578,20.979999542236328,20.028742107419735,N/A,20337.5,N/A,N/A,16.3,True,4.7,94.7,N/A,4.9,-1661,-4.6,16.3,,4.7
ENJ,Entergy New Orleans 5.00% Series First Mortgage Bonds due 12/1/2052,5.0,25,2052-12-01,2017-12-01,NYSE,20.260000228881836,22.15181589608744,18.98993492126465,N/A,1670.4,N/A,N/A,19.0,True,16.7,40.2,N/A,5.0,-3061,-8.4,19.0,,16.7
ENO,Entergy New Orleans 5.50% Series First Mortgage Bonds due 4/1/2066,5.5,25,2066-04-01,2021-04-01,NYSE,22.200000762939453,24.563387658845205,20.999481201171875,N/A,6083.6,N/A,N/A,11.2,True,17.0,33.7,N/A,5.5,-1844,-5.1,11.2,,17.0
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 12/15/2053,7.95,25,2053-12-15,2028-12-15,NYSE,25.010000228881836,26.066326332710496,23.079046687751624,N/A,24873.6,N/A,N/A,-0.0,False,12.9,64.6,N/A,7.95,971,2.7,-0.0,,12.9
FGSN,F&G Annuities & Life Inc. 7.30% Junior Subordinated Notes due 1/15/2065,7.3,25,2065-01-15,2030-01-15,NYSE,20.989999771118164,23.4699336818282,18.871923023588828,N/A,37624.4,N/A,N/A,16.0,True,24.4,46.1,N/A,7.3,1367,3.7,16.0,,24.4
INBKZ,First Internet Bancorp 6.00% Fixed-to-Floating Rate Sub Notes due 6/30/2029,6.0,25,2029-06-30,2024-06-30,NGS,24.649999618530273,24.725000381469727,21.574612337438776,N/A,2666.4,N/A,N/A,1.4,True,14.6,97.6,N/A,6.0,-658,-1.8,1.4,,14.6
GAING,Gladstone Investment Corp 7.125% Notes due 05/01/2031,7.125,25,2031-05-01,2028-05-01,NGS,25.219999313354492,25.25,24.398514575958252,N/A,39387.80487804878,N/A,N/A,-0.9,False,3.5,96.5,N/A,7.125,743,2.0,-0.9,,3.5
GAINZ,Gladstone Investment Corp 4.875% Notes Due 11/01/2028,4.875,25,2028-11-01,2024-11-01,NGS,23.969999313354492,24.010000228881836,21.45576927501386,N/A,4363.6,N/A,N/A,4.1,True,11.9,98.4,N/A,4.875,-534,-1.5,4.1,,11.9
GAINN,Gladstone Investment Corp. 5.00% Notes Due 5/1/2026,5.0,25,2026-05-01,2023-05-01,NGS,24.950000762939453,25.094891856749133,23.664491653442383,N/A,4902.4,N/A,N/A,0.2,True,6.0,89.9,N/A,5.0,-1084,-3.0,0.2,,6.0
GECCI,Great Elm Capital Corp 8.50% Notes due 04/30/2029,8.5,25,2029-04-30,2026-04-30,NGM,25.110000610351562,25.5,22.8819993725128,N/A,1834.8,N/A,N/A,-0.4,False,11.4,85.1,N/A,8.5,11,0.0,-0.4,,11.4
GECCG,Great Elm Capital Corp 7.75% Notes due 12/31/2030,7.75,25,2030-12-31,2027-12-31,NGM,24.799999237060547,24.799999237060547,23.609243367561206,N/A,6362.0,N/A,N/A,0.8,True,5.0,100.0,N/A,7.75,621,1.7,0.8,,5.0
GECCH,Great Elm Capital Corp. 8.125% Notes Due 12/31/2029,8.125,25,2029-12-31,2026-12-31,NGM,25.229999542236328,26.524999618530273,22.619401931762695,N/A,1893.6,N/A,N/A,-0.9,False,17.3,66.8,N/A,8.125,256,0.7,-0.9,,17.3
GECCO,Great Elm Capital Corp. 5.875% Notes due 6/30/2026,5.875,25,2026-06-30,2023-06-30,NGM,25.049999237060547,25.652055740356445,23.440102500800826,N/A,6844.4,N/A,N/A,-0.2,False,9.4,72.8,N/A,5.875,-1024,-2.8,-0.2,,9.4
GEGGL,Great Elm Group Inc. 7.25% Notes due 06/30/2027,7.25,25,2027-06-30,2024-06-30,NGM,24.450000762939453,24.889999389648438,20.76452421290941,N/A,1877.6,N/A,N/A,2.2,True,19.9,89.3,N/A,7.25,-658,-1.8,2.2,,19.9
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 10/31/2026,8.5,25,2026-10-31,2024-10-31,NGS,21.5,21.989999771118164,5.555192263055535,N/A,6032.0,N/A,N/A,14.0,True,295.8,97.0,N/A,8.5,-535,-1.5,14.0,,295.8
HWCPZ,Hancock Whitney Corp. 6.25% Subordinated Notes due 6/15/2060,6.25,25,2060-06-15,2025-06-15,NGS,22.84000015258789,24.462383835350657,21.110000610351562,N/A,9822.8,N/A,N/A,8.6,True,15.9,51.6,N/A,6.25,-308,-0.8,8.6,,15.9
HNNAZ,Hennessy Advisors Inc. 4.875% Notes Due 12/31/2026,4.875,25,2026-12-31,2023-12-31,NGM,25.010000228881836,25.25,23.230645763927388,N/A,906.0,N/A,N/A,-0.0,False,8.7,88.1,N/A,4.875,-840,-2.3,-0.0,,8.7
HCXY,Hercules Capital 6.25% Notes due 10/30/2033,6.25,25,2033-10-30,2023-10-30,NYSE,24.81999969482422,25.210898006123124,22.950736499676477,N/A,1701.6,N/A,N/A,0.7,True,9.8,82.7,N/A,6.25,-902,-2.5,0.7,,9.8
HTFC,Horizon Technology Finance Corp. 6.25% Notes due 06/15/2027,6.25,25,2027-06-15,2024-06-15,NYSE,24.530000686645508,24.959999084472656,22.470473829574665,N/A,2380.4,N/A,N/A,1.9,True,11.1,82.7,N/A,6.25,-673,-1.8,1.9,,11.1
KMPB,Kemper Corp 5.875% Fixed-Rate Reset Junior Sub Debentures due 03/15/2062,5.875,25,2062-03-15,2027-03-15,NYSE,23.899999618530273,24.040000915527344,19.96607109107922,N/A,18508.4,N/A,N/A,4.4,True,20.4,96.6,N/A,5.875,330,0.9,4.4,,20.4
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 4/1/2061,4.625,25,2061-04-01,2026-04-01,NYSE,16.84000015258789,18.57159281922896,15.365030274001947,N/A,37326.4,N/A,N/A,32.6,True,20.9,46.0,N/A,4.625,-18,-0.0,32.6,,20.9
MHLA,Maiden Holdings Ltd 6.625% Notes due 6/14/2046,6.625,25,2046-06-14,2021-06-14,NYSE,11.729999542236328,15.201166436749528,9.930000305175781,N/A,5588.8,N/A,N/A,53.1,True,53.1,34.1,N/A,6.625,-1770,-4.8,53.1,,53.1
MHNC,Maiden Holdings North America Ltd 7.75% Notes due 12/1/2043,7.75,25,2043-12-01,2018-12-01,NYSE,12.59000015258789,17.469393871281056,11.140000343322754,N/A,8860.4,N/A,N/A,49.6,True,56.8,22.9,N/A,7.75,-2696,-7.4,49.6,,56.8
MFAN,MFA Financial Inc. 8.875% Senior Notes due 02/15/2029,8.875,25,2029-02-15,2026-02-15,NYSE,25.399999618530273,25.559999465942383,22.662592779355013,N/A,19160.0,N/A,N/A,-1.6,False,12.8,94.5,N/A,8.875,-63,-0.2,-1.6,,12.8
MFAO,MFA Financial Inc. 9.00% Senior Notes due 08/15/2029,9.0,25,2029-08-15,2026-08-15,NYSE,25.63599967956543,25.690000534057617,22.51780748676271,N/A,13439.6,N/A,N/A,-2.5,False,14.1,98.3,N/A,9.0,118,0.3,-2.5,,14.1
MFICL,MidCap Financial Investment Corp 8.00% Unsecured Notes Due 12/15/2028,8.0,25,2028-12-15,2025-12-15,NGS,25.359899520874023,25.360000610351562,25.270000457763672,N/A,1273.0,N/A,N/A,-1.4,False,0.4,99.9,N/A,8.0,-125,-0.3,-1.4,,0.4
MLCIL,Mount Logan Capital Inc. 8.00% Senior Notes due 01/31/2031,8.0,25,2031-01-31,2028-01-31,NCM,23.0,24.5,21.969999313354492,N/A,7464.1509433962265,N/A,N/A,8.0,True,11.5,40.7,N/A,8.0,652,1.8,8.0,,11.5
NRUC,National Rural Utilities Coop Finance Corp. 5.50% Subordinated Notes due 5/15/2064,5.5,25,2064-05-15,2024-05-15,NYSE,24.18000030517578,25.02371205250977,21.501047652219633,N/A,17527.2,N/A,N/A,3.3,True,16.4,76.0,N/A,5.5,-704,-1.9,3.3,,16.4
